Entry,Entry name,Status,Protein names,Gene names,Length
P30838,AL3A1_HUMAN,reviewed,"Aldehyde dehydrogenase, dimeric NADP-preferring (EC 1.2.1.5) (ALDHIII) (Aldehyde dehydrogenase 3) (Aldehyde dehydrogenase family 3 member A1)",ALDH3A1 ALDH3,453
P36957,ODO2_HUMAN,reviewed,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial (EC 2.3.1.61) (2-oxoglutarate dehydrogenase complex component E2) (OGDC-E2) (Dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase complex) (E2K)",DLST DLTS,453
Q01196,RUNX1_HUMAN,reviewed,Runt-related transcription factor 1 (Acute myeloid leukemia 1 protein) (Core-binding factor subunit alpha-2) (CBF-alpha-2) (Oncogene AML-1) (Polyomavirus enhancer-binding protein 2 alpha B subunit) (PEA2-alpha B) (PEBP2-alpha B) (SL3-3 enhancer factor 1 alpha B subunit) (SL3/AKV core-binding factor alpha B subunit),RUNX1 AML1 CBFA2,453
P00439,PH4H_HUMAN,reviewed,Phenylalanine-4-hydroxylase (PAH) (EC 1.14.16.1) (Phe-4-monooxygenase),PAH,452
P41212,ETV6_HUMAN,reviewed,Transcription factor ETV6 (ETS translocation variant 6) (ETS-related protein Tel1) (Tel),ETV6 TEL TEL1,452
P49411,EFTU_HUMAN,reviewed,"Elongation factor Tu, mitochondrial (EF-Tu) (P43)",TUFM,452
Q01543,FLI1_HUMAN,reviewed,Friend leukemia integration 1 transcription factor (Proto-oncogene Fli-1) (Transcription factor ERGB),FLI1,452
P48735,IDHP_HUMAN,reviewed,"Isocitrate dehydrogenase [NADP], mitochondrial (IDH) (EC 1.1.1.42) (ICD-M) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)",IDH2,452
Q13418,ILK_HUMAN,reviewed,Integrin-linked protein kinase (EC 2.7.11.1) (59 kDa serine/threonine-protein kinase) (Beta-integrin-linked kinase) (ILK-1) (ILK-2) (p59ILK),ILK ILK1 ILK2,452
Q9H8Y8,GORS2_HUMAN,reviewed,Golgi reassembly-stacking protein 2 (GRS2) (Golgi phosphoprotein 6) (GOLPH6) (Golgi reassembly-stacking protein of 55 kDa) (GRASP55) (p59),GORASP2 GOLPH6,452
Q9NR50,EI2BG_HUMAN,reviewed,Translation initiation factor eIF-2B subunit gamma (eIF-2B GDP-GTP exchange factor subunit gamma),EIF2B3,452
P42575,CASP2_HUMAN,reviewed,Caspase-2 (CASP-2) (EC 3.4.22.55) (Neural precursor cell expressed developmentally down-regulated protein 2) (NEDD-2) (Protease ICH-1) [Cleaved into: Caspase-2 subunit p18; Caspase-2 subunit p13; Caspase-2 subunit p12],CASP2 ICH1 NEDD2,452
O43615,TIM44_HUMAN,reviewed,Mitochondrial import inner membrane translocase subunit TIM44,TIMM44 MIMT44 TIM44,452
Q13882,PTK6_HUMAN,reviewed,Protein-tyrosine kinase 6 (EC 2.7.10.2) (Breast tumor kinase) (Tyrosine-protein kinase BRK),PTK6 BRK,451
P68363,TBA1B_HUMAN,reviewed,Tubulin alpha-1B chain (Alpha-tubulin ubiquitous) (Tubulin K-alpha-1) (Tubulin alpha-ubiquitous chain) [Cleaved into: Detyrosinated tubulin alpha-1B chain],TUBA1B,451
A4D126,ISPD_HUMAN,reviewed,D-ribitol-5-phosphate cytidylyltransferase (EC 2.7.7.40) (2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase-like protein) (Isoprenoid synthase domain-containing protein) (hISPD),CRPPA ISPD,451
Q15306,IRF4_HUMAN,reviewed,Interferon regulatory factor 4 (IRF-4) (Lymphocyte-specific interferon regulatory factor) (LSIRF) (Multiple myeloma oncogene 1) (NF-EM5),IRF4 MUM1,451
Q9BSI4,TINF2_HUMAN,reviewed,TERF1-interacting nuclear factor 2 (TRF1-interacting nuclear protein 2),TINF2 TIN2,451
P23258,TBG1_HUMAN,reviewed,Tubulin gamma-1 chain (Gamma-1-tubulin) (Gamma-tubulin complex component 1) (GCP-1),TUBG1 TUBG,451
Q71U36,TBA1A_HUMAN,reviewed,Tubulin alpha-1A chain (Alpha-tubulin 3) (Tubulin B-alpha-1) (Tubulin alpha-3 chain) [Cleaved into: Detyrosinated tubulin alpha-1A chain],TUBA1A TUBA3,451
Q6IQ49,SDE2_HUMAN,reviewed,Replication stress response regulator SDE2,SDE2 C1orf55,451
O95363,SYFM_HUMAN,reviewed,"Phenylalanine--tRNA ligase, mitochondrial (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase) (PheRS)",FARS2 FARS1 HSPC320,451
Q9Y6N5,SQOR_HUMAN,reviewed,"Sulfide:quinone oxidoreductase, mitochondrial (SQOR) (EC 1.8.5.8) (Sulfide dehydrogenase-like) (Sulfide quinone oxidoreductase)",SQOR SQRDL CGI-44,450
Q9NP56,PDE7B_HUMAN,reviewed,"cAMP-specific 3',5'-cyclic phosphodiesterase 7B (EC 3.1.4.53)",PDE7B,450
Q9NS86,LANC2_HUMAN,reviewed,LanC-like protein 2 (Testis-specific adriamycin sensitivity protein),LANCL2 GPR69B TASP,450
P18089,ADA2B_HUMAN,reviewed,Alpha-2B adrenergic receptor (Alpha-2 adrenergic receptor subtype C2) (Alpha-2B adrenoreceptor) (Alpha-2B adrenoceptor) (Alpha-2BAR),ADRA2B ADRA2L1 ADRA2RL1,450
P41240,CSK_HUMAN,reviewed,Tyrosine-protein kinase CSK (EC 2.7.10.2) (C-Src kinase) (Protein-tyrosine kinase CYL),CSK,450
Q14457,BECN1_HUMAN,reviewed,Beclin-1 (Coiled-coil myosin-like BCL2-interacting protein) (Protein GT197) [Cleaved into: Beclin-1-C 35 kDa; Beclin-1-C 37 kDa],BECN1 GT197,450
Q86X95,CIR1_HUMAN,reviewed,Corepressor interacting with RBPJ 1 (CBF1-interacting corepressor) (Recepin),CIR1 CIR,450
Q13509,TBB3_HUMAN,reviewed,Tubulin beta-3 chain (Tubulin beta-4 chain) (Tubulin beta-III),TUBB3 TUBB4,450
Q96B86,RGMA_HUMAN,reviewed,Repulsive guidance molecule A (RGM domain family member A),RGMA RGM,450
Q06710,PAX8_HUMAN,reviewed,Paired box protein Pax-8,PAX8,450
P31943,HNRH1_HUMAN,reviewed,"Heterogeneous nuclear ribonucleoprotein H (hnRNP H) [Cleaved into: Heterogeneous nuclear ribonucleoprotein H, N-terminally processed]",HNRNPH1 HNRPH HNRPH1,449
P55795,HNRH2_HUMAN,reviewed,"Heterogeneous nuclear ribonucleoprotein H2 (hnRNP H2) (FTP-3) (Heterogeneous nuclear ribonucleoprotein H') (hnRNP H') [Cleaved into: Heterogeneous nuclear ribonucleoprotein H2, N-terminally processed]",HNRNPH2 FTP3 HNRPH2,449
P19544,WT1_HUMAN,reviewed,Wilms tumor protein (WT33),WT1,449
Q15113,PCOC1_HUMAN,reviewed,Procollagen C-endopeptidase enhancer 1 (Procollagen COOH-terminal proteinase enhancer 1) (PCPE-1) (Procollagen C-proteinase enhancer 1) (Type 1 procollagen C-proteinase enhancer protein) (Type I procollagen COOH-terminal proteinase enhancer),PCOLCE PCPE1,449
Q13163,MP2K5_HUMAN,reviewed,Dual specificity mitogen-activated protein kinase kinase 5 (MAP kinase kinase 5) (MAPKK 5) (EC 2.7.12.2) (MAPK/ERK kinase 5) (MEK 5),MAP2K5 MEK5 MKK5 PRKMK5,448
Q8NHJ6,LIRB4_HUMAN,reviewed,Leukocyte immunoglobulin-like receptor subfamily B member 4 (CD85 antigen-like family member K) (Immunoglobulin-like transcript 3) (ILT-3) (Leukocyte immunoglobulin-like receptor 5) (LIR-5) (Monocyte inhibitory receptor HM18) (CD antigen CD85k),LILRB4 ILT3 LIR5,448
O14977,AZIN1_HUMAN,reviewed,Antizyme inhibitor 1 (AZI) (AZI1) (Ornithine decarboxylase antizyme inhibitor),AZIN1 OAZI OAZIN,448
O15533,TPSN_HUMAN,reviewed,Tapasin (TPN) (TPSN) (NGS-17) (TAP-associated protein) (TAP-binding protein),TAPBP NGS17 TAPA,448
Q9Y6M4,KC1G3_HUMAN,reviewed,Casein kinase I isoform gamma-3 (CKI-gamma 3) (EC 2.7.11.1),CSNK1G3,447
Q13133,NR1H3_HUMAN,reviewed,Oxysterols receptor LXR-alpha (Liver X receptor alpha) (Nuclear receptor subfamily 1 group H member 3),NR1H3 LXRA,447
P32239,GASR_HUMAN,reviewed,Gastrin/cholecystokinin type B receptor (CCK-B receptor) (CCK-BR) (Cholecystokinin-2 receptor) (CCK2-R),CCKBR CCKRB,447
Q10469,MGAT2_HUMAN,reviewed,"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase (EC 2.4.1.143) (Beta-1,2-N-acetylglucosaminyltransferase II) (GlcNAc-T II) (GNT-II) (Mannoside acetylglucosaminyltransferase 2) (N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase II)",MGAT2,447
Q9UKT4,FBX5_HUMAN,reviewed,F-box only protein 5 (Early mitotic inhibitor 1),FBXO5 EMI1 FBX5,447
P63151,2ABA_HUMAN,reviewed,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform (PP2A subunit B isoform B55-alpha) (PP2A subunit B isoform PR55-alpha) (PP2A subunit B isoform R2-alpha) (PP2A subunit B isoform alpha),PPP2R2A,447
Q9UL15,BAG5_HUMAN,reviewed,BAG family molecular chaperone regulator 5 (BAG-5) (Bcl-2-associated athanogene 5),BAG5 KIAA0873,447
Q15562,TEAD2_HUMAN,reviewed,Transcriptional enhancer factor TEF-4 (TEA domain family member 2) (TEAD-2),TEAD2 TEF4,447
O95544,NADK_HUMAN,reviewed,NAD kinase (EC 2.7.1.23) (Poly(P)/ATP NAD kinase),NADK,446
Q14188,TFDP2_HUMAN,reviewed,Transcription factor Dp-2 (E2F dimerization partner 2),TFDP2 DP2,446
P21728,DRD1_HUMAN,reviewed,D(1A) dopamine receptor (Dopamine D1 receptor),DRD1,446
Q13137,CACO2_HUMAN,reviewed,Calcium-binding and coiled-coil domain-containing protein 2 (Antigen nuclear dot 52 kDa protein) (Nuclear domain 10 protein NDP52) (Nuclear domain 10 protein 52) (Nuclear dot protein 52),CALCOCO2 NDP52,446
Q96I15,SCLY_HUMAN,reviewed,Selenocysteine lyase (hSCL) (EC 4.4.1.16),SCLY SCL,445
P12694,ODBA_HUMAN,reviewed,"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial (EC 1.2.4.4) (Branched-chain alpha-keto acid dehydrogenase E1 component alpha chain) (BCKDE1A) (BCKDH E1-alpha)",BCKDHA,445
P48050,KCNJ4_HUMAN,reviewed,"Inward rectifier potassium channel 4 (HIRK2) (HRK1) (Hippocampal inward rectifier) (HIR) (Inward rectifier K(+) channel Kir2.3) (IRK-3) (Potassium channel, inwardly rectifying subfamily J member 4)",KCNJ4 IRK3,445
Q15761,NPY5R_HUMAN,reviewed,Neuropeptide Y receptor type 5 (NPY5-R) (NPY-Y5 receptor) (NPYY5-R) (Y5 receptor),NPY5R NPYR5,445
P60228,EIF3E_HUMAN,reviewed,Eukaryotic translation initiation factor 3 subunit E (eIF3e) (Eukaryotic translation initiation factor 3 subunit 6) (Viral integration site protein INT-6 homolog) (eIF-3 p48),EIF3E EIF3S6 INT6,445
Q93099,HGD_HUMAN,reviewed,"Homogentisate 1,2-dioxygenase (EC 1.13.11.5) (Homogentisate oxygenase) (Homogentisic acid oxidase) (Homogentisicase)",HGD HGO,445
Q8WY64,MYLIP_HUMAN,reviewed,E3 ubiquitin-protein ligase MYLIP (EC 2.3.2.27) (Inducible degrader of the LDL-receptor) (Idol) (Myosin regulatory light chain interacting protein) (MIR) (RING-type E3 ubiquitin transferase MYLIP),MYLIP BZF1 IDOL BM-023 PP5242,445
P51955,NEK2_HUMAN,reviewed,Serine/threonine-protein kinase Nek2 (EC 2.7.11.1) (HSPK 21) (Never in mitosis A-related kinase 2) (NimA-related protein kinase 2) (NimA-like protein kinase 1),NEK2 NEK2A NLK1,445
Q96CS3,FAF2_HUMAN,reviewed,FAS-associated factor 2 (Protein ETEA) (UBX domain-containing protein 3B) (UBX domain-containing protein 8),FAF2 ETEA KIAA0887 UBXD8 UBXN3B,445
P56545,CTBP2_HUMAN,reviewed,C-terminal-binding protein 2 (CtBP2),CTBP2,445
Q14849,STAR3_HUMAN,reviewed,StAR-related lipid transfer protein 3 (Metastatic lymph node gene 64 protein) (MLN 64) (Protein CAB1) (START domain-containing protein 3) (StARD3),STARD3 CAB1 MLN64,445
Q9BVA1,TBB2B_HUMAN,reviewed,Tubulin beta-2B chain,TUBB2B,445
O43614,OX2R_HUMAN,reviewed,Orexin receptor type 2 (Ox-2-R) (Ox2-R) (Ox2R) (Hypocretin receptor type 2),HCRTR2,444
Q9BY11,PACN1_HUMAN,reviewed,Protein kinase C and casein kinase substrate in neurons protein 1 (Syndapin-1),PACSIN1 KIAA1379,444
P43629,KI3L1_HUMAN,reviewed,Killer cell immunoglobulin-like receptor 3DL1 (CD158 antigen-like family member E) (HLA-BW4-specific inhibitory NK cell receptor) (MHC class I NK cell receptor) (Natural killer-associated transcript 3) (NKAT-3) (p70 natural killer cell receptor clones CL-2/CL-11) (p70 NK receptor CL-2/CL-11) (CD antigen CD158e),KIR3DL1 CD158E NKAT3 NKB1,444
Q9BSQ5,CCM2_HUMAN,reviewed,Cerebral cavernous malformations 2 protein (Malcavernin),CCM2 C7orf22 PP10187,444
P34998,CRFR1_HUMAN,reviewed,Corticotropin-releasing factor receptor 1 (CRF-R-1) (CRF-R1) (CRFR-1) (Corticotropin-releasing hormone receptor 1) (CRH-R-1) (CRH-R1),CRHR1 CRFR CRFR1 CRHR,444
O75351,VPS4B_HUMAN,reviewed,Vacuolar protein sorting-associated protein 4B (EC 3.6.4.6) (Cell migration-inducing gene 1 protein) (Suppressor of K(+) transport growth defect 1) (Protein SKD1),VPS4B SKD1 VPS42 MIG1,444
Q9UK55,ZPI_HUMAN,reviewed,Protein Z-dependent protease inhibitor (PZ-dependent protease inhibitor) (PZI) (Serpin A10),SERPINA10 ZPI UNQ707/PRO1358,444
Q7Z699,SPRE1_HUMAN,reviewed,"Sprouty-related, EVH1 domain-containing protein 1 (Spred-1) (hSpred1)",SPRED1,444
P17752,TPH1_HUMAN,reviewed,Tryptophan 5-hydroxylase 1 (EC 1.14.16.4) (Tryptophan 5-monooxygenase 1),TPH1 TPH TPRH TRPH,444
P07437,TBB5_HUMAN,reviewed,Tubulin beta chain (Tubulin beta-5 chain),TUBB TUBB5 OK/SW-cl.56,444
Q9Y6E0,STK24_HUMAN,reviewed,Serine/threonine-protein kinase 24 (EC 2.7.11.1) (Mammalian STE20-like protein kinase 3) (MST-3) (STE20-like kinase MST3) [Cleaved into: Serine/threonine-protein kinase 24 36 kDa subunit (Mammalian STE20-like protein kinase 3 N-terminal) (MST3/N); Serine/threonine-protein kinase 24 12 kDa subunit (Mammalian STE20-like protein kinase 3 C-terminal) (MST3/C)],STK24 MST3 STK3,443
Q07666,KHDR1_HUMAN,reviewed,"KH domain-containing, RNA-binding, signal transduction-associated protein 1 (GAP-associated tyrosine phosphoprotein p62) (Src-associated in mitosis 68 kDa protein) (Sam68) (p21 Ras GTPase-activating protein-associated p62) (p68)",KHDRBS1 SAM68,443
P14416,DRD2_HUMAN,reviewed,D(2) dopamine receptor (Dopamine D2 receptor),DRD2,443
Q9H095,DRC9_HUMAN,reviewed,Dynein regulatory complex protein 9 (IQ domain-containing protein G),IQCG DRC9,443
Q7L5Y1,ENOF1_HUMAN,reviewed,Mitochondrial enolase superfamily member 1 (EC 4.2.1.68) (Antisense RNA to thymidylate synthase) (rTS) (L-fuconate dehydratase),ENOSF1 RTS TYMSAS,443
P23771,GATA3_HUMAN,reviewed,Trans-acting T-cell-specific transcription factor GATA-3 (GATA-binding factor 3),GATA3,443
O95967,FBLN4_HUMAN,reviewed,EGF-containing fibulin-like extracellular matrix protein 2 (Fibulin-4) (FIBL-4) (Protein UPH1),EFEMP2 FBLN4 UNQ200/PRO226,443
P61201,CSN2_HUMAN,reviewed,COP9 signalosome complex subunit 2 (SGN2) (Signalosome subunit 2) (Alien homolog) (JAB1-containing signalosome subunit 2) (Thyroid receptor-interacting protein 15) (TR-interacting protein 15) (TRIP-15),COPS2 CSN2 TRIP15,443
P14384,CBPM_HUMAN,reviewed,Carboxypeptidase M (CPM) (EC 3.4.17.12),CPM,443
O75478,TAD2A_HUMAN,reviewed,Transcriptional adapter 2-alpha (Transcriptional adapter 2-like) (ADA2-like protein),TADA2A TADA2L KL04P,443
Q9BRK3,MXRA8_HUMAN,reviewed,Matrix remodeling-associated protein 8 (Limitrin),MXRA8,442
P43694,GATA4_HUMAN,reviewed,Transcription factor GATA-4 (GATA-binding factor 4),GATA4,442
P24530,EDNRB_HUMAN,reviewed,Endothelin receptor type B (ET-B) (ET-BR) (Endothelin receptor non-selective type),EDNRB ETRB,442
Q96SW2,CRBN_HUMAN,reviewed,Protein cereblon,CRBN AD-006,442
Q9BY67,CADM1_HUMAN,reviewed,Cell adhesion molecule 1 (Immunoglobulin superfamily member 4) (IgSF4) (Nectin-like protein 2) (NECL-2) (Spermatogenic immunoglobulin superfamily) (SgIgSF) (Synaptic cell adhesion molecule) (SynCAM) (Tumor suppressor in lung cancer 1) (TSLC-1),CADM1 IGSF4 IGSF4A NECL2 SYNCAM TSLC1,442
Q8NCJ5,SPRY3_HUMAN,reviewed,SPRY domain-containing protein 3,SPRYD3,442
Q14142,TRI14_HUMAN,reviewed,Tripartite motif-containing protein 14,TRIM14 KIAA0129,442
P35716,SOX11_HUMAN,reviewed,Transcription factor SOX-11,SOX11,441
Q03181,PPARD_HUMAN,reviewed,Peroxisome proliferator-activated receptor delta (PPAR-delta) (NUCI) (Nuclear hormone receptor 1) (NUC1) (Nuclear receptor subfamily 1 group C member 2) (Peroxisome proliferator-activated receptor beta) (PPAR-beta),PPARD NR1C2 PPARB,441
Q13093,PAFA_HUMAN,reviewed,Platelet-activating factor acetylhydrolase (PAF acetylhydrolase) (EC 3.1.1.47) (1-alkyl-2-acetylglycerophosphocholine esterase) (2-acetyl-1-alkylglycerophosphocholine esterase) (Group-VIIA phospholipase A2) (gVIIA-PLA2) (LDL-associated phospholipase A2) (LDL-PLA(2)) (PAF 2-acylhydrolase),PLA2G7 PAFAH,441
O75530,EED_HUMAN,reviewed,Polycomb protein EED (hEED) (Embryonic ectoderm development protein) (WD protein associating with integrin cytoplasmic tails 1) (WAIT-1),EED,441
P14921,ETS1_HUMAN,reviewed,Protein C-ets-1 (p54),ETS1 EWSR2,441
Q7Z6B0,CCD91_HUMAN,reviewed,Coiled-coil domain-containing protein 91 (GGA-binding partner) (p56 accessory protein),CCDC91 GGABP HSD8,441
Q96A83,COQA1_HUMAN,reviewed,Collagen alpha-1(XXVI) chain (Alpha-1 type XXVI collagen) (EMI domain-containing protein 2) (Emilin and multimerin domain-containing protein 2) (Emu2),COL26A1 EMID2 EMU2,441
Q9H993,ARMT1_HUMAN,reviewed,Damage-control phosphatase ARMT1 (EC 3.1.3.-) (Acidic residue methyltransferase 1) (Protein-glutamate O-methyltransferase) (EC 2.1.1.-) (Sugar phosphate phosphatase ARMT1),ARMT1 C6orf211,441
Q9BZV1,UBXN6_HUMAN,reviewed,UBX domain-containing protein 6 (UBX domain-containing protein 1),UBXN6 UBXD1 UBXDC2,441
Q13501,SQSTM_HUMAN,reviewed,Sequestosome-1 (EBI3-associated protein of 60 kDa) (EBIAP) (p60) (Phosphotyrosine-independent ligand for the Lck SH2 domain of 62 kDa) (Ubiquitin-binding protein p62),SQSTM1 ORCA OSIL,440
P62191,PRS4_HUMAN,reviewed,26S proteasome regulatory subunit 4 (P26s4) (26S proteasome AAA-ATPase subunit RPT2) (Proteasome 26S subunit ATPase 1),PSMC1,440
Q8WXH5,SOCS4_HUMAN,reviewed,Suppressor of cytokine signaling 4 (SOCS-4) (Suppressor of cytokine signaling 7) (SOCS-7),SOCS4 SOCS7,440
P47872,SCTR_HUMAN,reviewed,Secretin receptor (SCT-R),SCTR,440
Q15084,PDIA6_HUMAN,reviewed,Protein disulfide-isomerase A6 (EC 5.3.4.1) (Endoplasmic reticulum protein 5) (ER protein 5) (ERp5) (Protein disulfide isomerase P5) (Thioredoxin domain-containing protein 7),PDIA6 ERP5 P5 TXNDC7,440
Q9BQQ3,GORS1_HUMAN,reviewed,Golgi reassembly-stacking protein 1 (Golgi peripheral membrane protein p65) (Golgi phosphoprotein 5) (GOLPH5) (Golgi reassembly-stacking protein of 65 kDa) (GRASP65),GORASP1 GOLPH5 GRASP65,440
Q13363,CTBP1_HUMAN,reviewed,C-terminal-binding protein 1 (CtBP1) (EC 1.1.1.-),CTBP1 CTBP,440
P04180,LCAT_HUMAN,reviewed,Phosphatidylcholine-sterol acyltransferase (EC 2.3.1.43) (1-alkyl-2-acetylglycerophosphocholine esterase) (EC 3.1.1.47) (Lecithin-cholesterol acyltransferase) (Phospholipid-cholesterol acyltransferase) (Platelet-activating factor acetylhydrolase) (PAF acetylhydrolase),LCAT,440
O75800,ZMY10_HUMAN,reviewed,Zinc finger MYND domain-containing protein 10 (Protein BLu),ZMYND10 BLU LUCA12.4,440
O14763,TR10B_HUMAN,reviewed,Tumor necrosis factor receptor superfamily member 10B (Death receptor 5) (TNF-related apoptosis-inducing ligand receptor 2) (TRAIL receptor 2) (TRAIL-R2) (CD antigen CD262),TNFRSF10B DR5 KILLER TRAILR2 TRICK2 ZTNFR9 UNQ160/PRO186,440
Q8N0Z6,TTC5_HUMAN,reviewed,Tetratricopeptide repeat protein 5 (TPR repeat protein 5) (Stress-responsive activator of p300) (Strap),TTC5,440
P17980,PRS6A_HUMAN,reviewed,26S proteasome regulatory subunit 6A (26S proteasome AAA-ATPase subunit RPT5) (Proteasome 26S subunit ATPase 3) (Proteasome subunit P50) (Tat-binding protein 1) (TBP-1),PSMC3 TBP1,439
Q86U06,RBM23_HUMAN,reviewed,Probable RNA-binding protein 23 (CAPER beta) (CAPERbeta) (RNA-binding motif protein 23) (RNA-binding region-containing protein 4) (Splicing factor SF2),RBM23 RNPC4 PP239,439
P29083,T2EA_HUMAN,reviewed,General transcription factor IIE subunit 1 (General transcription factor IIE 56 kDa subunit) (Transcription initiation factor IIE subunit alpha) (TFIIE-alpha),GTF2E1 TF2E1,439
Q9NP92,RT30_HUMAN,reviewed,"39S ribosomal protein S30, mitochondrial (MRP-S30) (S30mt) (Mitochondrial large ribosomal subunit protein mL65) (Mitochondrial large ribosomal subunit protein mS30) (Programmed cell death protein 9)",MRPS30 PDCD9 BM-047,439
P54274,TERF1_HUMAN,reviewed,Telomeric repeat-binding factor 1 (NIMA-interacting protein 2) (TTAGGG repeat-binding factor 1) (Telomeric protein Pin2/TRF1),TERF1 PIN2 TRBF1 TRF TRF1,439
Q8N6C8,LIRA3_HUMAN,reviewed,Leukocyte immunoglobulin-like receptor subfamily A member 3 (CD85 antigen-like family member E) (Immunoglobulin-like transcript 6) (ILT-6) (Leukocyte immunoglobulin-like receptor 4) (LIR-4) (Monocyte inhibitory receptor HM43/HM31) (CD antigen CD85e),LILRA3 ILT6 LIR4,439
P55081,MFAP1_HUMAN,reviewed,Microfibrillar-associated protein 1 (Spliceosome B complex protein MFAP1),MFAP1,439
P04181,OAT_HUMAN,reviewed,"Ornithine aminotransferase, mitochondrial (EC 2.6.1.13) (Ornithine delta-aminotransferase) (Ornithine--oxo-acid aminotransferase) [Cleaved into: Ornithine aminotransferase, hepatic form; Ornithine aminotransferase, renal form]",OAT,439
P01106,MYC_HUMAN,reviewed,Myc proto-oncogene protein (Class E basic helix-loop-helix protein 39) (bHLHe39) (Proto-oncogene c-Myc) (Transcription factor p64),MYC BHLHE39,439
Q06265,EXOS9_HUMAN,reviewed,Exosome complex component RRP45 (Autoantigen PM/Scl 1) (Exosome component 9) (P75 polymyositis-scleroderma overlap syndrome-associated autoantigen) (Polymyositis/scleroderma autoantigen 1) (Polymyositis/scleroderma autoantigen 75 kDa) (PM/Scl-75),EXOSC9 PMSCL1,439
Q07960,RHG01_HUMAN,reviewed,Rho GTPase-activating protein 1 (CDC42 GTPase-activating protein) (GTPase-activating protein rhoGAP) (Rho-related small GTPase protein activator) (Rho-type GTPase-activating protein 1) (p50-RhoGAP),ARHGAP1 CDC42GAP RHOGAP1,439
Q92947,GCDH_HUMAN,reviewed,"Glutaryl-CoA dehydrogenase, mitochondrial (GCD) (EC 1.3.8.6)",GCDH,438
P41587,VIPR2_HUMAN,reviewed,Vasoactive intestinal polypeptide receptor 2 (VIP-R-2) (Helodermin-preferring VIP receptor) (Pituitary adenylate cyclase-activating polypeptide type III receptor) (PACAP type III receptor) (PACAP-R-3) (PACAP-R3) (VPAC2),VIPR2 VIP2R,438
Q16181,SEPT7_HUMAN,reviewed,Septin-7 (CDC10 protein homolog),SEPTIN7 CDC10 SEPT7,437
Q8WWN9,ICEF1_HUMAN,reviewed,Interactor protein for cytohesin exchange factors 1 (Phosphoinositide-binding protein PIP3-E),IPCEF1 KIAA0403,437
P26641,EF1G_HUMAN,reviewed,Elongation factor 1-gamma (EF-1-gamma) (eEF-1B gamma),EEF1G EF1G PRO1608,437
P62495,ERF1_HUMAN,reviewed,Eukaryotic peptide chain release factor subunit 1 (Eukaryotic release factor 1) (eRF1) (Protein Cl1) (TB3-1),ETF1 ERF1 RF1 SUP45L1,437
